Concept ID,Macro Dimension,Subdomain,Tradition / School,Philosophical Concept,Symbolic Keywords,Visual Evidence Patterns,Visual Inferability,Temporal Requirement,Grounding Rule,Maslow Relevance (Auxiliary),SEP Relationship,SEP Entry,SEP URL,Source Accessed,Ontology Status
PHC-522,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Beauty (Shaftesbury),Pleasure; delight; sensory joy,Symmetrical yew hedges; peacock tail fan; rose-garden reds; swan's water-slicing; warm estate in sunset,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: beauty,https://plato.stanford.edu/entries/beauty/,2026-09-09,candidate
PHC-523,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,"Beauty & Goodness (Plato, Plotinus)",Radiance; sacred; manifestation of the Good; source of light,Golden sun behind temple pediment; soft halo above saint; dawn-dyed marble; translucent angel wing; gilt background on icon,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: beauty,https://plato.stanford.edu/entries/beauty/,2026-09-09,candidate
PHC-524,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Beauty Itself (Plato),Purity; source; absolute goodness; flawless light,Sunbeam striking earth; flawless diamond facets; blinding solar white; snow-capped peak; newborn's clear pupil,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: beauty,https://plato.stanford.edu/entries/beauty/,2026-09-09,candidate
PHC-525,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Catharsis (Aristotle),Release; purgation; emotional sublimation,Clear sky after tears; mist rising after storm; stream-polished pebble; ash after incense; water droplets after bath,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: aesthetics,https://plato.stanford.edu/entries/aristotle-aesthetics/,2026-09-09,candidate
PHC-526,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Disinterestedness (Shaftesbury),Detachment; contemplative; pure seeing,Gazing through gallery glass; viewing mountain from afar; standing before painting forgetting time; watching rain from indoors; staring at candle without use,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-527,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,"Grandeur (Burke, Kant)",Vastness; majesty; immense scale,Iguazu's spray and roar; layered Rocky peaks; sand-dune ocean; Grand Canyon strata; Milky Way brilliance,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Kant, Immanuel",https://plato.stanford.edu/entries/kant/,2026-09-09,ontology_only
PHC-528,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Internal Sense (Shaftesbury),Instinct; intuition; pre-rational; immediate,Face warming to sun; music causing back-tingle; instinctive recoil; wordless choice between objects; dawn comfort,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-529,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,"Mimesis (Plato, Aristotle)",Representation; imitation; reflection; replication,Water-reflection of shore; child tracing tree-shadow; mirror-reflected room; photocopier print; elongated sunset shadow,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: aesthetics,https://plato.stanford.edu/entries/aristotle-aesthetics/,2026-09-09,candidate
PHC-530,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,"Moral Sense (Hutcheson, Hume)",Compassion; indignation; benevolence; moral intuition,Hand reaching to drowning; stepping around ants; warmth after helping; brow-knit at injustice; strangers lifting heavy weight,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hume, David",https://plato.stanford.edu/entries/hume/,2026-09-09,ontology_only
PHC-531,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Novelty (Hutcheson),Strange; exotic; rare; surprising,Mirage city; aurora curtain; double rainbow symmetry; eclipse darkening; exotic flower shapes,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-532,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Poetics (Aristotle),Rule; meter; creative making; narrative art,Quill resting on parchment; empty Greek theatre steps; sonnet rhyme-end; knotted string on scroll; repeating geometric pattern on pottery,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: aesthetics,https://plato.stanford.edu/entries/aristotle-aesthetics/,2026-09-09,candidate
PHC-533,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Propriety (Aristotle),Measure; restraint; aptness; due proportion,Perfect Doric column proportions; natural folds of draped robe; golden-section grid; perfect sip of tea; calm breathing interval,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,Stanford Encyclopedia of Philosophy: Aristotle,https://plato.stanford.edu/entries/aristotle/,2026-09-09,ontology_only
PHC-534,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,"Rhythm (Pythagoreans, Plato)",Pulse; recurrence; ordering beat,Wave against rock interval; chimes from large to small; repeated colonnade; rippling outward; steady heartbeat,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,Stanford Encyclopedia of Philosophy: Plato,https://plato.stanford.edu/entries/plato/,2026-09-09,ontology_only
PHC-535,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,"Sentiment (Hume, Smith)",Sympathy; emotion; being moved; shared feeling,Theatre audience sniffles; musician's closed-eye absorption; post-song silence; frown at sad image; standing ovation,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hume, David",https://plato.stanford.edu/entries/hume/,2026-09-09,ontology_only
PHC-536,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Standard of Taste (Hume),Paradigm; classic; ideal measure; shared benchmark,Critics' consensus on a work; reference tea sample; standard palette; tuning fork's A; scoring rubric,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: aesthetic judgment,https://plato.stanford.edu/entries/aesthetic-judgment/,2026-09-09,candidate
PHC-537,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Sublime (Burke),Awe; terror; overwhelming power,Storm wave on cliff; Alpine cloud-pressure; thunder valley echo; edge vertigo; glacial blue-ice thunder,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,candidate
PHC-538,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Taste (Hume),Discernment; appreciation; judgment; distinction,Sommelier holding glass to light; test-strip waving; tea-whisk pausing; comparing tea vintages; judge's pen pausing on score sheet,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hume, David",https://plato.stanford.edu/entries/hume/,2026-09-09,ontology_only
PHC-539,Axiology,Aesthetics & Philosophy of Art,Classical Aesthetics,Tragedy (Aristotle),Fall; fate; hero's ruin; inevitable loss,Crown rolling into mud; marble statue's broken head; soldier kneeling in sunset; theatre dust at curtain fall; last leaf falling from dead tree,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: aesthetics,https://plato.stanford.edu/entries/aristotle-aesthetics/,2026-09-09,candidate
PHC-540,Axiology,Aesthetics & Philosophy of Art,Contemporary Analytic Aesthetics,Aesthetic Attitude (Beardsley),Readiness; self-setting-aside; open looking,Critic adjusting tie before show; child's first museum gaze; viewfinder framing; magnifier close-up; focus waiting,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,related,Stanford Encyclopedia of Philosophy: aesthetic experience,https://plato.stanford.edu/entries/aesthetic-experience/,2026-09-09,candidate
PHC-541,Axiology,Aesthetics & Philosophy of Art,Contemporary Analytic Aesthetics,Aesthetic Concept (Sibley),Naming; classification; verbalisation; descriptive word,Palette with labelled colours; dictionary entry circled; poetically named swatches; glossary terms; gallery wall label,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,direct,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,candidate
PHC-542,Axiology,Aesthetics & Philosophy of Art,Contemporary Analytic Aesthetics,"Aesthetic Experience (Dewey, Beardsley)",Immersion; captivated; full presence; absorption,Audience swaying with closed eyes; long-standing before painting forgetting time; repeated listening discovering anew; reading past dark; body unfolding in good weather,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",self_actualization,related,Stanford Encyclopedia of Philosophy: aesthetic experience,https://plato.stanford.edu/entries/aesthetic-experience/,2026-09-09,candidate
PHC-543,Axiology,Aesthetics & Philosophy of Art,Contemporary Analytic Aesthetics,Aesthetic Property (Sibley),Describable quality; observable trait; formal trace,High-saturation red vs low-blue contrast; off-centre tension; paint impasto; chiaroscuro softness; hidden golden-section grid,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-544,Axiology,Aesthetics & Philosophy of Art,Contemporary Analytic Aesthetics,Aesthetic Testimony,borrowed judgment; deference to another's appraisal,a viewer reading a review beside an artwork; ratings or recommendations shaping a later judgment; disagreement between direct viewing and reported appraisal,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",self_actualization,direct,Stanford Encyclopedia of Philosophy: aesthetic testimony,https://plato.stanford.edu/entries/aesthetic-testimony/,2026-09-09,candidate
PHC-545,Axiology,Aesthetics & Philosophy of Art,Contemporary Analytic Aesthetics,Fiction (Walton),Non-real yet believed; make-believe; immersion,Fantasy-map cover; child talking to doll seriously; cinema castle believable; stage wall as room; gamer's engrossed gaze,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: fiction,https://plato.stanford.edu/entries/fiction/,2026-09-09,candidate
PHC-546,Axiology,Aesthetics & Philosophy of Art,Hegelian Aesthetics,Art as Manifestation of Absolute Spirit (Hegel),Sacred appearing; spiritual ascent; externalised Idea,Ceiling fresco of angels; Beethoven's choral finale; temple mural of Buddha's entourage; choir in vaulted space; colossal sculpture in dawn light,not_image_decidable,snapshot,"Do not assign from a single image without decisive text, provenance, or task context.",self_actualization,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hegel, Georg Wilhelm Friedrich",https://plato.stanford.edu/entries/hegel/,2026-09-09,ontology_only
PHC-547,Axiology,Aesthetics & Philosophy of Art,Hegelian Aesthetics,Beauty (Hegel),Light of the Idea; sensuous manifestation of the Absolute,Gem in ancient statue's eye; sunrise cloud-edge gilding; golden halo in icon; coloured light through stained glass; diamond's refracted rainbow,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: beauty,https://plato.stanford.edu/entries/beauty/,2026-09-09,candidate
PHC-548,Axiology,Aesthetics & Philosophy of Art,Hegelian Aesthetics,Classical Art (Hegel),Balance; golden ratio; perfect equilibrium,Parthenon's golden rectangle; Greek bronze's exact proportions; ideal human proportion; column-and-entablature load; serene divine expression,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hegel, Georg Wilhelm Friedrich",https://plato.stanford.edu/entries/hegel/,2026-09-09,ontology_only
PHC-549,Axiology,Aesthetics & Philosophy of Art,Hegelian Aesthetics,Ideal (Hegel),Spirit-form unity; perfect embodiment; ideal body,David's marble proportions; Athens school philosophers' poise; Venus de Milo's broken grace; Nike's wind-blown drapery; Thinker's muscular weight,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hegel, Georg Wilhelm Friedrich",https://plato.stanford.edu/entries/hegel/,2026-09-09,ontology_only
PHC-550,Axiology,Aesthetics & Philosophy of Art,Hegelian Aesthetics,Romantic Art (Hegel),Inward turn; spirit exceeding matter; depth,Gothic spire ascending; Rembrandt's self-gaze; infinite chiaroscuro greys; monk's solitary cell; abstract-expressionist paint flow,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hegel, Georg Wilhelm Friedrich",https://plato.stanford.edu/entries/hegel/,2026-09-09,ontology_only
PHC-551,Axiology,Aesthetics & Philosophy of Art,Kantian Aesthetics,Aesthetic Idea (Kant),Beyond image; unsayable; imaginative limit,Stairway to heaven vanishing in clouds; hybrid beast; mythical banquet; non-perspectival landscape; divine beast emerging from mist,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Kant, Immanuel",https://plato.stanford.edu/entries/kant/,2026-09-09,ontology_only
PHC-552,Axiology,Aesthetics & Philosophy of Art,Kantian Aesthetics,Dependent Beauty (Kant),Purposive beauty; meaningful pleasure; concept-attached,Gothic stained-glass saint narrative; every line in anatomical sketch functional; religious hand gestures; map colour code; every line in blueprint purposeful,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: beauty,https://plato.stanford.edu/entries/beauty/,2026-09-09,candidate
PHC-553,Axiology,Aesthetics & Philosophy of Art,Kantian Aesthetics,Dynamical Sublime (Kant),Facing force; inner transcendence; resistance,Wave hitting immovable lighthouse; one still figure before eruption; wind-bent but unbroken tree; soldier's back before army; ship advancing in storm,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,candidate
PHC-554,Axiology,Aesthetics & Philosophy of Art,Kantian Aesthetics,Free Beauty (Kant),Non-conceptual pleasure; pure form; purposeless,Single white tulip petal; endless Arabian geometric pattern; colour patches with no referent; minimal spatial curve; repetitive window-grid shadows,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: beauty,https://plato.stanford.edu/entries/beauty/,2026-09-09,candidate
PHC-555,Axiology,Aesthetics & Philosophy of Art,Kantian Aesthetics,Judgment of Taste (Kant),Approval; endorsement; passing; confirmation,Gourmand's slight nod after tasting; judges raising pass cards; all judges turning; signed approval on checklist; painter's quiet confirmation,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: aesthetic judgment,https://plato.stanford.edu/entries/aesthetic-judgment/,2026-09-09,candidate
PHC-556,Axiology,Aesthetics & Philosophy of Art,Kantian Aesthetics,Mathematical Sublime (Kant),Incommensurable; infinite; immense,Endless desert dunes; countless summer stars; sea of forest crowns; infinite human faces; scrolling numeric infinity,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,candidate
PHC-557,Axiology,Aesthetics & Philosophy of Art,Kantian Aesthetics,Reflective Judgment (Kant),Induction; seeing universal in particular; recognition,"Recognising same tree from multiple leaves; hearing same sonata form across performances; classifying colours as ""blue""; seeing same strategy in different games; identifying shared style across schools",symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Kant, Immanuel",https://plato.stanford.edu/entries/kant/,2026-09-09,ontology_only
PHC-558,Axiology,Aesthetics & Philosophy of Art,Kantian Aesthetics,Sublime (Kant),Elevation; transcendence; magnitude beyond grasp,Solitary peak in blizzard; nebular fire; glacier calving roar; silent aurora tear; lava-night solemnity,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,candidate
PHC-559,Axiology,Aesthetics & Philosophy of Art,Voluntarist Aesthetics,Aesthetic Contemplation (Schopenhauer),Desireless; detached; pure seeing; will's suspension,Zen sitting in snow; cloud-watching on peak; stream-listening without crossing; watching sunset to the last; palm-holding fallen leaf,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Schopenhauer, Arthur",https://plato.stanford.edu/entries/schopenhauer/,2026-09-09,ontology_only
PHC-560,Axiology,Aesthetics & Philosophy of Art,Voluntarist Aesthetics,Beauty (Schopenhauer),Still beauty; eternal pause; desireless contemplation,Moonlit black-sea silver line; white rose in darkness; lingering snow patches; silent bronze bell; solitary stone in gravel,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: beauty,https://plato.stanford.edu/entries/beauty/,2026-09-09,candidate
PHC-561,Axiology,Aesthetics & Philosophy of Art,Voluntarist Aesthetics,Idea (Schopenhauer),Eternal archetype; unchanging Form; spatiotemporally free,"Side-by-side ""mother-child"" paintings across cultures; seasonal variations of same landscape; parallel hero figures; instrument timbre across registers; same text in varied fonts",symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Schopenhauer, Arthur",https://plato.stanford.edu/entries/schopenhauer/,2026-09-09,ontology_only
PHC-562,Axiology,Aesthetics & Philosophy of Art,Voluntarist Aesthetics,Music (Schopenhauer),Voice of the will; direct expression beyond representation,String quartet's question-and-answer; rosin dust on bow; singer's vibrating larynx; pianist's shadowed hands; conductor's silent arm-arc,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: philosophy of,https://plato.stanford.edu/entries/music/,2026-09-09,candidate
PHC-563,Axiology,Aesthetics & Philosophy of Art,Voluntarist Aesthetics,Tragedy (Nietzsche),Apollonian-Dionysian interweaving; ecstasy and ruin,Half-laugh/half-cry Greek mask; hero falling at aria climax; carnival and destruction simultaneous; tear-laugh confusion; fire's terrifying beauty,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Nietzsche, Friedrich",https://plato.stanford.edu/entries/nietzsche/,2026-09-09,ontology_only
PHC-564,Axiology,Comparative Aesthetics,Eastern Aesthetics,Fuga / Poetic Elegance (Basho),poetic refinement; disciplined simplicity; communion with nature,a spare haiku beside a seasonal landscape; simple travel objects arranged with restraint; a poet observing a transient natural scene,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: Japanese Philosophy: aesthetics,https://plato.stanford.edu/entries/japanese-aesthetics/,2026-09-09,candidate
PHC-565,Axiology,Comparative Aesthetics,Eastern Aesthetics,Iki (Kuki Shūzō),Chic; refined; languor; nonchalant grace,Exposed nape of kimono; tilted cigarette; tipsy profile; casual glance; lazy sitting posture,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-566,Axiology,Comparative Aesthetics,Eastern Aesthetics,"Incomplete Beauty (tea aesthetics, Zen)",Reserve; asymmetry; unfinished; suggestive margin,One-eared vase; partial scroll; chipped tea bowl; asymmetrical flower arrangement; painting's empty space,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: beauty,https://plato.stanford.edu/entries/beauty/,2026-09-09,candidate
PHC-567,Axiology,Comparative Aesthetics,Eastern Aesthetics,Liubai / Reserved Blankness (Zong Baihua),Void as infinity; presence in absence; generative emptiness,Lone bird against snowfield; pavilion against empty mountain; boat against river-mist; one leaf against autumn water; painting's white space,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-568,Axiology,Comparative Aesthetics,Eastern Aesthetics,Mono no Aware (Motoori Norinaga),Impermanence; pathos; affective sensitivity,Falling cherry blossoms; raindrops on stone lantern; autumn leaves; melting snow; fading fireflies,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,safety,related,Stanford Encyclopedia of Philosophy: Japanese Philosophy: aesthetics,https://plato.stanford.edu/entries/japanese-aesthetics/,2026-09-09,candidate
PHC-569,Axiology,Comparative Aesthetics,Eastern Aesthetics,"Mushin (Zen, Suzuki)",Non-attachment; clarity; original mind; void of mind,White-wall cushion; wind-touched bamboo; empty water bowl; wordless painting; sweeping leaves,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: Japanese Philosophy: aesthetics,https://plato.stanford.edu/entries/japanese-aesthetics/,2026-09-09,candidate
PHC-570,Axiology,Comparative Aesthetics,Eastern Aesthetics,Nature in Japanese Aesthetics,Seasonality; harmony; temporal attunement,Bent branch for flower; maple seen from tea room; seasonal almanac; wind-bell chime; snow-viewing paper,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,related,Stanford Encyclopedia of Philosophy: Japanese Philosophy: aesthetics,https://plato.stanford.edu/entries/japanese-aesthetics/,2026-09-09,candidate
PHC-571,Axiology,Comparative Aesthetics,Eastern Aesthetics,Qiyun Shengdong / Vital Rhythm (Xie He),Life-pulse; spirit; flowing vitality,Ink-wash mountain form; wind-blown bamboo; moving clouds; flying-brushstroke; splashed ink,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-572,Axiology,Comparative Aesthetics,Eastern Aesthetics,"Sabi (Bashō, wabi-sabi tradition)",Quiet; antique; depth; time's traces,Incense smoke; temple verdigris; bell echo; rock arrangement; well-moss,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: Japanese Philosophy: aesthetics,https://plato.stanford.edu/entries/japanese-aesthetics/,2026-09-09,candidate
PHC-573,Axiology,Comparative Aesthetics,Eastern Aesthetics,"Tea Aesthetics (Rikyū, Ii Naosuke)",Simplicity; respect; purity; ritual harmony,Bamboo tea scoop; black Raku bowl; fine whisk; folded cloth; charcoal embers,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,related,Stanford Encyclopedia of Philosophy: Japanese Philosophy: aesthetics,https://plato.stanford.edu/entries/japanese-aesthetics/,2026-09-09,candidate
PHC-574,Axiology,Comparative Aesthetics,Eastern Aesthetics,"Wabi-Sabi (Sen no Rikyū, tea aesthetics)",Imperfection; rusticity; serenity; aged beauty,Gold-repaired cracks; mossy stone Buddha; withered lotus; rough ancient pottery; silent rusted iron,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: Japanese Philosophy: aesthetics,https://plato.stanford.edu/entries/japanese-aesthetics/,2026-09-09,candidate
PHC-575,Axiology,Comparative Aesthetics,Eastern Aesthetics,Yijing / Artistic Conception (Wang Guowei),Emotion-scene fusion; poetic space; image-beyond-object,Fishing boat in mist; plum blossoms at crescent moon; misty Jiangnan; distant lone sail; rain-washed empty mountain,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-576,Axiology,Comparative Aesthetics,Eastern Aesthetics,Yūgen (Zeami),Obscurity; depth; subtlety; shadowy mystery,Mountains in mist; Noh's downcast eyes; dim light; shadow behind bamboo blind; twilight's spread,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: Japanese Philosophy: aesthetics,https://plato.stanford.edu/entries/japanese-aesthetics/,2026-09-09,candidate
PHC-577,Axiology,Comparative Aesthetics,Eastern Aesthetics,Zen Aesthetics (Suzuki),Insight; emptiness; direct pointing; wordless,Sand-ripples in dry garden; sitting meditation back; bamboo water-sound; ensō circle; wordless sutra,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,self_actualization,contextual,"Stanford Encyclopedia of Philosophy: aesthetic, concept of the",https://plato.stanford.edu/entries/aesthetic-concept/,2026-09-09,ontology_only
PHC-578,Axiology,Critical & Social Aesthetics,Feminist Aesthetics,Critique of the Gaze (Mulvey),Being-looked-at and looking-back; power of vision; visual domination,Nude woman in painting returning the viewer's gaze; audience silent before nude sculpture; self-aware gaze in selfie; silent reversal of seeing/being-seen; passive pose of women in classical painting,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: feminist philosophy, interventions: aesthetics",https://plato.stanford.edu/entries/feminism-aesthetics/,2026-09-09,candidate
